OTU_7	BFR04284	100.000	29	0	0	1	29	91	119	2.10e-09	54.7
OTU_16	BFR00414	100.000	48	0	0	1	48	51	98	1.52e-19	89.8
OTU_20	BFR03649	88.333	60	3	4	1	60	40	95	2.80e-13	69.4
OTU_26	BFR03798	100.000	54	0	0	1	54	91	144	8.47e-23	100
OTU_29	BFR03956	89.041	73	4	3	1	73	91	159	1.02e-18	87.9
OTU_37	BFR00414	97.917	48	1	0	1	48	51	98	7.06e-18	84.2
OTU_41	BFR02821	100.000	30	0	0	21	50	129	158	1.65e-09	56.5
OTU_43	BFR03792	100.000	54	0	0	1	54	91	144	8.47e-23	100
OTU_46	BFR03623	100.000	28	0	0	27	54	140	167	2.40e-08	52.8
OTU_54	BFR04385	83.721	86	6	6	1	81	91	173	8.94e-15	75.0
OTU_58	BFR01756	100.000	52	0	0	1	52	91	142	1.03e-21	97.1
OTU_64	BFR00255	97.917	48	1	0	1	48	91	138	7.06e-18	84.2
OTU_69	BFR04376	100.000	39	0	0	1	39	76	114	1.11e-14	73.1
OTU_80	BFR01632	100.000	53	0	0	1	53	56	108	2.96e-22	99.0
OTU_89	BFR03843	79.439	107	13	8	1	102	91	193	2.01e-12	67.6
OTU_93	BFR01829	100.000	30	0	0	25	54	122	151	1.86e-09	56.5
OTU_99	BFR03181	100.000	54	0	0	1	54	91	144	8.47e-23	100
OTU_101	BFR03059	96.000	50	1	1	1	50	91	139	9.77e-17	80.5
OTU_102	BFR00472	98.077	52	1	0	1	52	30	81	4.80e-20	91.6
OTU_105	BFR03843	80.374	107	12	8	1	102	91	193	4.32e-14	73.1
OTU_106	BFR02702	100.000	31	0	0	40	70	120	150	7.53e-10	58.4
OTU_112	BFR04386	98.780	82	1	0	1	82	91	172	1.93e-36	147
OTU_115	BFR04386	100.000	83	0	0	1	83	91	173	1.15e-38	154
OTU_120	BFR03182	100.000	52	0	0	1	52	91	142	1.03e-21	97.1
OTU_123	BFR02196	90.476	63	2	2	1	63	91	149	1.39e-16	80.5
OTU_124	BFR04386	94.286	35	2	0	41	75	139	173	1.07e-08	54.7
OTU_131	BFR03182	98.077	52	1	0	1	52	91	142	4.80e-20	91.6
OTU_134	BFR04377	97.436	39	1	0	1	39	91	129	5.16e-13	67.6
OTU_136	BFR01822	96.875	32	0	1	13	44	110	140	1.72e-08	52.8
OTU_140	BFR03843	78.505	107	14	8	1	102	91	193	9.35e-11	62.1
OTU_146	BFR03604	96.970	66	2	0	1	66	28	93	5.25e-26	111
OTU_162	BFR03747	83.784	74	8	4	1	72	91	162	1.30e-12	67.6
OTU_165	BFR00653	100.000	47	0	0	1	47	28	74	5.27e-19	87.9
OTU_173	BFR02751	89.062	64	2	5	5	68	95	153	7.18e-15	75.0
OTU_179	BFR04377	97.222	36	1	0	1	36	91	126	2.40e-11	62.1
OTU_180	BFR02727	100.000	64	0	0	1	64	91	154	3.01e-28	119
OTU_181	BFR03115	88.889	54	2	2	1	50	91	144	9.84e-12	63.9
OTU_189	BFR04526	97.917	48	1	0	1	48	91	138	7.06e-18	84.2
OTU_190	BFR00177	100.000	56	0	0	1	56	91	146	6.92e-24	104
OTU_193	BFR04393	97.368	38	0	1	70	106	142	179	2.73e-11	63.9
OTU_196	BFR04148	94.340	53	3	0	1	53	91	143	2.98e-17	82.4
OTU_200	BFR01631	100.000	53	0	0	1	53	56	108	2.96e-22	99.0
OTU_203	BFR04583	100.000	29	0	0	29	57	122	150	7.26e-09	54.7
OTU_205	BFR00472	98.148	54	1	0	1	54	28	81	3.94e-21	95.3
OTU_210	BFR03604	98.413	63	1	0	1	63	28	90	5.25e-26	111
OTU_211	BFR03604	96.970	66	2	0	1	66	28	93	5.25e-26	111
OTU_214	BFR02612	100.000	28	0	0	47	74	116	143	3.78e-08	52.8
OTU_215	BFR01061	100.000	53	0	0	1	53	91	143	2.96e-22	99.0
OTU_216	BFR04706	92.857	42	3	0	26	67	159	200	5.59e-11	62.1
OTU_218	BFR04373	100.000	39	0	0	1	39	91	129	1.11e-14	73.1
OTU_220	BFR04378	100.000	39	0	0	1	39	91	129	1.11e-14	73.1
OTU_222	BFR04384	100.000	39	0	0	1	39	91	129	1.11e-14	73.1
OTU_224	BFR03657	95.455	66	3	0	1	66	91	156	2.44e-24	106
OTU_225	BFR03959	84.932	73	7	3	1	69	91	163	9.48e-14	71.3
OTU_229	BFR04393	100.000	29	0	0	82	110	151	179	1.72e-08	54.7
OTU_230	BFR04386	97.561	82	2	0	1	82	91	172	8.97e-35	141
OTU_234	BFR02804	100.000	28	0	0	27	54	129	156	2.40e-08	52.8
OTU_247	BFR03604	98.438	64	1	0	3	66	30	93	1.46e-26	113
OTU_250	BFR03604	96.970	66	2	0	1	66	28	93	5.25e-26	111
OTU_251	BFR01108	96.491	57	0	2	1	55	91	147	1.46e-20	93.5
OTU_252	BFR03604	98.462	65	1	0	1	65	28	92	4.06e-27	115
OTU_258	BFR04393	100.000	32	0	0	60	91	148	179	2.91e-10	60.2
OTU_266	BFR04539	86.885	61	5	2	1	58	72	132	3.44e-12	65.8
OTU_267	BFR03604	96.970	66	2	0	1	66	28	93	5.25e-26	111
OTU_270	BFR04390	90.741	54	4	1	42	95	145	197	1.42e-13	71.3
OTU_272	BFR04385	81.395	86	8	6	1	81	91	173	1.93e-11	63.9
OTU_279	BFR04377	94.872	39	2	0	1	39	91	129	2.40e-11	62.1
OTU_285	BFR04539	84.127	63	5	5	1	60	72	132	2.18e-09	56.5
OTU_288	BFR03829	100.000	33	0	0	70	102	146	178	9.35e-11	62.1
OTU_295	BFR03604	98.462	65	1	0	1	65	28	92	4.06e-27	115
OTU_301	BFR03604	96.970	66	2	0	1	66	28	93	5.25e-26	111
OTU_302	BFR04085	100.000	28	0	0	61	88	134	161	4.67e-08	52.8
OTU_303	BFR04385	82.759	87	7	4	1	83	91	173	1.19e-13	71.3
OTU_306	BFR03604	98.462	65	1	0	2	66	29	93	4.06e-27	115
OTU_310	BFR03181	94.595	74	4	0	1	74	91	164	4.92e-27	115
OTU_312	BFR04099	100.000	30	0	0	52	81	135	164	3.24e-09	56.5
OTU_315	BFR03801	85.455	55	5	3	3	56	37	89	7.07e-09	54.7
OTU_328	BFR04385	95.000	40	1	1	66	105	135	173	9.69e-11	62.1
OTU_330	BFR03604	96.970	66	2	0	1	66	28	93	5.25e-26	111
OTU_331	BFR03624	98.485	66	0	1	1	65	58	123	3.97e-27	115
OTU_332	BFR01703	90.566	53	1	3	1	49	80	132	7.36e-13	67.6
OTU_339	BFR03604	96.970	66	2	0	1	66	28	93	5.25e-26	111
OTU_340	BFR04385	97.222	36	1	0	46	81	138	173	6.96e-11	62.1
OTU_345	BFR04557	97.436	39	1	0	1	39	91	129	5.16e-13	67.6
OTU_360	BFR01075	100.000	50	0	0	1	50	91	140	1.25e-20	93.5
OTU_367	BFR04550	100.000	28	0	0	45	72	173	200	3.64e-08	52.8
OTU_368	BFR03625	92.424	66	5	0	1	66	35	100	4.09e-22	99.0
OTU_369	BFR04050	92.593	54	4	0	1	54	91	144	3.97e-16	78.7
OTU_375	BFR03604	96.970	66	2	0	1	66	28	93	5.25e-26	111
OTU_377	BFR03624	98.485	66	0	1	1	65	58	123	3.97e-27	115
OTU_379	BFR04210	97.727	44	1	0	1	44	91	134	2.04e-15	76.8
OTU_381	BFR04219	96.000	50	2	0	1	50	91	140	3.24e-17	82.4
OTU_382	BFR04219	96.000	50	2	0	1	50	91	140	6.65e-17	82.4
OTU_384	BFR04210	100.000	44	0	0	1	44	91	134	2.72e-17	82.4
OTU_385	BFR04193	97.778	45	1	0	1	45	91	135	1.79e-15	78.7
OTU_386	BFR04219	96.154	52	2	0	30	81	69	120	4.13e-18	86.1
OTU_389	BFR04219	96.226	53	2	0	29	81	68	120	1.15e-18	87.9
OTU_394	BFR04219	98.148	54	1	0	5	58	67	120	4.39e-21	95.3
OTU_396	BFR04193	97.778	45	1	0	1	45	91	135	1.54e-15	78.7
OTU_398	BFR04210	100.000	46	0	0	30	75	69	114	3.79e-18	86.1
OTU_399	BFR04284	100.000	51	0	0	8	58	69	119	4.39e-21	95.3
OTU_400	BFR04219	96.000	50	2	0	1	50	91	140	8.58e-17	82.4
OTU_401	BFR04193	97.778	45	1	0	1	45	91	135	1.05e-15	78.7
OTU_402	BFR04210	97.727	44	1	0	1	44	91	134	2.28e-15	76.8
OTU_403	BFR04193	97.778	45	1	0	1	45	91	135	1.30e-15	78.7
OTU_404	BFR04219	96.000	50	2	0	1	50	91	140	1.03e-16	82.4
OTU_405	BFR04193	95.745	47	0	1	23	67	69	115	7.04e-15	75.0
OTU_407	BFR04219	98.077	52	1	0	30	81	69	120	8.87e-20	91.6
OTU_408	BFR04193	97.778	45	1	0	1	45	91	135	1.54e-15	78.7
OTU_409	BFR04219	96.000	50	2	0	1	50	91	140	4.82e-17	82.4
OTU_410	BFR04284	100.000	49	0	0	1	49	91	139	1.09e-19	91.6
OTU_411	BFR04193	98.507	67	1	0	3	69	69	135	3.47e-28	119
OTU_412	BFR04385	83.908	87	6	4	1	83	91	173	2.57e-15	76.8
OTU_415	BFR04219	98.000	50	1	0	1	50	91	140	1.05e-18	87.9
OTU_416	BFR04210	97.826	46	1	0	7	52	69	114	1.04e-16	80.5
OTU_417	BFR04210	100.000	44	0	0	1	44	91	134	1.50e-16	82.4
OTU_418	BFR04219	98.000	50	1	0	1	50	91	140	1.73e-18	87.9
OTU_419	BFR04287	97.872	47	1	0	28	74	67	113	4.82e-17	82.4
